,Method,T-Statistic,P-value
0,EfficientNet,2.4793016543090576,0.06826220615597874
1,STIDNet,1.8868176344614607,0.13223558988958922
2,DCNN,2.4526090582147675,0.07024770911598338
3,GLCM,3.158915313748867,0.034219668087364846
4,BA-TFD,3.452455580257302,0.025996103504553645
5,MUSE-CLMPNet,3.442350907399865,0.026237258353788685
6,SCAM-CLMPNet,3.4369332737703537,0.026367647447567966
7,SMA-CLMPNet,3.6643929047498385,0.021496965769999404
8,OM²AHL-BiG,3.616017362576173,0.02243636292543016
