,Method,Best,Mean,Variance
0,EfficientNet,95.43120149991309,94.44133532062173,0.6720661764366852
1,STIDNet,95.73895493168708,93.17091337850448,2.400188360291847
2,DCNN,95.88666222149436,93.66066668692434,2.3502794838482695
3,GLCM,95.91615839700344,93.81696523349983,2.410893318117227
4,BA-TFD,95.97922724927756,94.19087638988609,2.254819268206115
5,MUSE-CLMPNet,96.0182456404658,94.32594795057628,1.9453970565945498
6,SCAM-CLMPNet,96.28479279006643,94.65862437489514,1.881398497156237
7,SMA-CLMPNet,96.42735322120303,94.92962281145833,2.0645535393525116
8,OM²AHL-BiG,97.18004707758048,95.44092082915384,1.8562247759670918
