,Method,T-Statistic,P-value
0,EfficientNet,2.7726058793651602,0.03924402121593474
1,STIDNet,2.810655946424348,0.037519220217352246
2,DCNN,3.664677065434506,0.014523802493382646
3,GLCM,3.0596731909778936,0.028112482154169015
4,BA-TFD,2.917281295131881,0.033118182656885146
5,MUSE-CLMPNet,3.2121415737006096,0.023672120638005043
6,SCAM-CLMPNet,3.1806899929608234,0.024519257833131206
7,SMA-CLMPNet,4.043209778175639,0.009891360695953052
8,OM²AHL-BiG,4.201652664223867,0.008476055975610325
